time,compressor power,compressor mark,AC PTC power,AC PTC mark,battery PTC power,battery PTC mark,MCU front power,MCU front mark,MCU rear power,MCU rear mark,DCDC power,DCDC mark,fan power,fan mark,water pump power,water pump mark,blower power,blower mark,others power,others mark,battery power,battery mark,mechanical ratio,low voltage ratio,high voltage ratio,MCU rear ratio,battery PTC ratio,AC PTC ratio,MCU front ratio,compressor ratio
2013,0,0,6.4,1,5,1,0.4,1,1.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.54760318,5.71 ,69.75 ,17.11500907,34.78 ,34.96 ,7.432594113,0
2014,0,0,6.4,1,5,1,0.6,1,1.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.54291097,5.71 ,69.75 ,17.11182894,34.79 ,34.96 ,7.431082029,0
2015,0,0,6.4,1,5,1,0.7,1,0.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.53668443,5.71 ,69.75 ,17.10670702,34.79 ,34.97 ,7.429977412,0
2016,0,0,6.5,1,5,1,-1.6,0,-1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.52284067,5.71 ,69.77 ,17.09912536,34.79 ,34.97 ,7.423715308,0
2017,0,0,6.5,1,5,1,-0.3,0,0.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.51393537,5.71 ,69.78 ,17.09360273,34.80 ,34.98 ,7.420332638,0
2018,0,0,6.4,1,5,1,-0.1,0,0.3,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.50555045,5.71 ,69.78 ,17.08816454,34.80 ,34.98 ,7.417385909,0
2019,0,0,6.4,1,5,1,1.7,1,2.3,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.50453348,5.71 ,69.78 ,17.08621059,34.80 ,34.98 ,7.418322886,0
2020,0,0,6.4,1,5,1,2.3,1,3.7,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.50735701,5.71 ,69.78 ,17.0869496,34.80 ,34.98 ,7.420407415,0
2021,0,0,6.4,1,5,1,3.7,1,4.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.51382294,5.71 ,69.77 ,17.08813346,34.80 ,34.98 ,7.42568948,0
2022,0,0,6.4,1,5,1,3.3,1,4.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.51932307,5.71 ,69.77 ,17.08927905,34.80 ,34.97 ,7.430044018,0
2023,0,0,6.4,1,5,1,3.3,1,4.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.52500884,5.71 ,69.76 ,17.09063388,34.79 ,34.97 ,7.434374962,0
2024,0,0,6.4,1,5,1,3.1,1,4.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.5310714,5.71 ,69.76 ,17.09291542,34.79 ,34.97 ,7.438155977,0
2025,0,0,6.4,1,5,1,3.2,1,4.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.53693593,5.71 ,69.75 ,17.09473062,34.79 ,34.96 ,7.442205305,0
2026,0,0,6.4,1,5,1,2.8,1,4.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.54241155,5.71 ,69.75 ,17.09713742,34.78 ,34.96 ,7.44527413,0
2027,0,0,6.4,1,5,1,2.2,1,4.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.54654328,5.71 ,69.74 ,17.09959151,34.78 ,34.96 ,7.446951773,0
2028,0,0,6.4,1,5,1,0.1,1,1.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.54016253,5.71 ,69.75 ,17.09581522,34.79 ,34.96 ,7.444347312,0
2029,0,0,6.4,1,5,1,-0.1,0,-0.2,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.53092116,5.71 ,69.76 ,17.08940002,34.79 ,34.97 ,7.441521141,0
2030,0,0,6.4,1,5,1,0.5,1,0.7,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.52448899,5.71 ,69.76 ,17.08457498,34.79 ,34.97 ,7.439914002,0
2031,0,0,6.4,1,5,1,0.8,1,1.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.52003302,5.71 ,69.77 ,17.08113543,34.79 ,34.97 ,7.438897588,0
2032,0,0,6.4,1,5,1,0.9,1,2.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.51729831,5.71 ,69.77 ,17.07933272,34.80 ,34.97 ,7.437965587,0
2033,0,0,6.4,1,5,1,1.2,1,3.7,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.51799959,5.71 ,69.77 ,17.08054537,34.80 ,34.97 ,7.437454222,0
2034,0,0,6.4,1,5,1,1.4,1,3.3,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.5183189,5.71 ,69.77 ,17.08083281,34.80 ,34.97 ,7.437486092,0
2035,0,0,6.4,1,5,1,1.3,1,2.9,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.51768505,5.71 ,69.77 ,17.0803257,34.80 ,34.97 ,7.437359347,0
2036,0,0,6.4,1,5,1,1,1,1.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.51381336,5.72 ,69.77 ,17.07701867,34.80 ,34.97 ,7.43679469,0
2037,0,0,6.5,1,5,1,-1.5,0,-0.8,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.50080295,5.72 ,69.78 ,17.06997927,34.80 ,34.98 ,7.430823681,0
2038,0,0,6.5,1,5,1,-2.6,0,-0.9,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.48551464,5.72 ,69.80 ,17.06320823,34.81 ,34.99 ,7.422306408,0
2039,0,0,6.4,1,5,1,-4.7,0,-0.7,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.46661553,5.72 ,69.81 ,17.05776232,34.82 ,35.00 ,7.408853201,0
2040,0,0,6.5,1,5,1,-2.3,0,0,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.45362904,5.72 ,69.83 ,17.05275081,34.82 ,35.00 ,7.400878223,0
2041,0,0,6.5,1,5,1,-2.4,0,-0.5,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.43944599,5.72 ,69.84 ,17.04669693,34.83 ,35.01 ,7.392749062,0
2042,0,0,6.4,1,5,1,-3.6,0,-0.5,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.42304739,5.72 ,69.85 ,17.04120463,34.84 ,35.02 ,7.381842768,0
2043,0,0,6.5,1,5,1,-1.9,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.41065559,5.72 ,69.86 ,17.03582147,34.84 ,35.02 ,7.374834118,0
2044,0,0,6.4,1,5,1,0.2,1,0.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.40328214,5.73 ,69.87 ,17.03062849,34.85 ,35.02 ,7.372653649,0
2045,0,0,6.4,1,5,1,1.4,1,1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.3992779,5.73 ,69.87 ,17.02613527,34.85 ,35.03 ,7.373142632,0
2046,0,0,6.4,1,5,1,1,1,1.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.39565738,5.73 ,69.88 ,17.02306963,34.85 ,35.03 ,7.372587751,0
2047,0,0,6.4,1,5,1,1.2,1,2.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.39413139,5.73 ,69.88 ,17.02179903,34.85 ,35.03 ,7.372332358,0
2048,0,0,6.3,1,5,1,0.5,1,0.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.38772639,5.73 ,69.88 ,17.01690851,34.85 ,35.03 ,7.370817876,0
2049,0,0,6.2,1,5,1,-0.3,0,-0.3,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.37815696,5.73 ,69.89 ,17.01052949,34.86 ,35.04 ,7.367627472,0
2050,0,0,6.4,1,5,1,-2.7,0,-0.6,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.36334111,5.73 ,69.91 ,17.00446899,34.86 ,35.04 ,7.358872128,0
2051,0,0,6.3,1,5,1,-1.3,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.35220439,5.73 ,69.92 ,16.99889904,34.87 ,35.05 ,7.353305351,0
2052,0,0,6.2,1,5,1,0,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.34360517,5.73 ,69.92 ,16.99282059,34.87 ,35.05 ,7.350784572,0
2053,0,0,6.3,1,5,1,0.7,1,0.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.33722956,5.73 ,69.93 ,16.98744697,34.88 ,35.05 ,7.349782591,0
2054,0,0,6.3,1,5,1,0.8,1,1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.33218758,5.73 ,69.93 ,16.9832844,34.88 ,35.05 ,7.348903184,0
2055,0,0,6.2,1,5,1,1.2,1,2.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.3310058,5.73 ,69.93 ,16.98232837,34.88 ,35.05 ,7.348677429,0
2056,0,0,6.3,1,5,1,2.3,1,3.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.33374694,5.73 ,69.93 ,16.98294322,34.88 ,35.05 ,7.350803723,0
2057,0,0,6.3,1,5,1,2.7,1,3.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.33705402,5.73 ,69.93 ,16.9831793,34.88 ,35.05 ,7.353874714,0
2058,0,0,6.3,1,5,1,1.1,1,2.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.33486351,5.73 ,69.93 ,16.98139316,34.88 ,35.05 ,7.353470347,0
2059,0,0,6.2,1,5,1,-0.2,0,0.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.32705348,5.74 ,69.94 ,16.97667072,34.88 ,35.06 ,7.350382764,0
2060,0,0,6.2,1,5,1,-1.7,0,-0.7,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.31413543,5.74 ,69.95 ,16.97009537,34.89 ,35.06 ,7.344040061,0
2061,0,0,6.2,1,5,1,-2.1,0,-0.2,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.30147489,5.74 ,69.96 ,16.96477463,34.89 ,35.07 ,7.336700253,0
2062,0,0,6.3,1,5,1,-2.5,0,-0.4,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.28762462,5.74 ,69.97 ,16.95916879,34.90 ,35.07 ,7.328455833,0
2063,0,0,6.3,1,5,1,-1.8,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.2756146,5.74 ,69.98 ,16.9538498,34.91 ,35.08 ,7.321764797,0
2064,0,0,6.3,1,5,1,-1.3,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.2645583,5.74 ,69.99 ,16.94832218,34.91 ,35.08 ,7.31623612,0
2065,0,0,6.3,1,5,1,-0.3,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.25546218,5.74 ,70.00 ,16.94241697,34.92 ,35.09 ,7.313045211,0
2066,0,0,6.3,1,5,1,0.1,1,0.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.24750747,5.74 ,70.01 ,16.93676145,34.92 ,35.09 ,7.310746022,0
2067,0,0,6.3,1,5,1,0.1,1,0,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.23936913,5.74 ,70.02 ,16.93090244,34.92 ,35.09 ,7.308466685,0
2068,0,0,6.3,1,5,1,0.8,1,0.7,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.23388413,5.74 ,70.02 ,16.92620328,34.92 ,35.10 ,7.307680845,0
2069,0,0,6.3,1,5,1,0.5,1,0.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.227458,5.75 ,70.03 ,16.92121978,34.93 ,35.10 ,7.306238223,0
2070,0,0,6.3,1,5,1,0.5,1,1.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.22217064,5.75 ,70.03 ,16.9174833,34.93 ,35.10 ,7.304687346,0
2071,0,0,6.3,1,5,1,0.3,1,1.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.21707627,5.75 ,70.04 ,16.91445547,34.93 ,35.10 ,7.302620806,0
2072,0,0,6.3,1,5,1,0.8,1,1.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.21311911,5.75 ,70.04 ,16.91142631,34.93 ,35.11 ,7.301692797,0
2073,0,0,6.3,1,5,1,0.6,1,1.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.2089763,5.75 ,70.04 ,16.90869083,34.94 ,35.11 ,7.300285474,0
2074,0,0,6.3,1,5,1,0.5,1,1.8,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.20502553,5.75 ,70.05 ,16.90641346,34.94 ,35.11 ,7.298612071,0
2075,0,0,6.3,1,5,1,0.5,1,1.8,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.20107792,5.75 ,70.05 ,16.90413791,34.94 ,35.11 ,7.296940005,0
2076,0,0,6.3,1,5,1,0.8,1,1.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.19637899,5.75 ,70.05 ,16.90029062,34.94 ,35.11 ,7.296088364,0
2077,0,0,6.3,1,5,1,0.6,1,1.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.19149516,5.75 ,70.06 ,16.89673709,34.94 ,35.11 ,7.294758072,0
2078,0,0,6.3,1,5,1,0.8,1,0.7,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.18610975,5.75 ,70.06 ,16.89211113,34.95 ,35.12 ,7.293998617,0
2079,0,0,6.3,1,5,1,-0.6,0,-0.5,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.17582855,5.75 ,70.07 ,16.88559731,34.95 ,35.12 ,7.290231239,0
2080,0,0,6.3,1,5,1,-1,0,-0.2,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.16536533,5.75 ,70.08 ,16.87987494,34.95 ,35.13 ,7.285490389,0
2081,0,0,6.3,1,5,1,-0.7,0,-0.2,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.15547378,5.75 ,70.09 ,16.87403036,34.96 ,35.13 ,7.281443425,0
2082,0,0,6.3,1,5,1,-0.4,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.14634196,5.76 ,70.10 ,16.86827025,34.96 ,35.14 ,7.278071706,0
2083,0,0,6.3,1,5,1,-0.1,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.13778106,5.76 ,70.11 ,16.86238833,34.97 ,35.14 ,7.275392729,0
2084,0,0,6.3,1,5,1,0.2,1,0,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.12997899,5.76 ,70.11 ,16.85659118,34.97 ,35.14 ,7.273387813,0
2085,0,0,6.3,1,5,1,0.4,1,0.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.12349986,5.76 ,70.12 ,16.85174572,34.97 ,35.15 ,7.271754139,0
2086,0,0,6.2,1,5,1,4.7,1,4.8,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.13320462,5.76 ,70.11 ,16.85397242,34.97 ,35.14 ,7.2792322,0
2087,0,0,6.3,1,5,1,1.9,1,2.3,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.13293514,5.76 ,70.11 ,16.85221516,34.97 ,35.14 ,7.280719979,0
2088,0,0,6.3,1,5,1,1.8,1,2.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.13260613,5.76 ,70.11 ,16.85066542,34.97 ,35.14 ,7.281940703,0
2089,0,0,6.3,1,5,1,0.4,1,1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.1270772,5.76 ,70.11 ,16.84686041,34.97 ,35.14 ,7.280216787,0
2090,0,0,6.3,1,5,1,0.3,1,0.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.12061331,5.76 ,70.12 ,16.8422766,34.97 ,35.15 ,7.278336715,0
2091,0,0,6.1,1,5,1,0.5,1,0.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.11427342,5.76 ,70.13 ,16.83728455,34.98 ,35.15 ,7.27698887,0
2092,0,0,6.3,1,5,1,0.4,1,0.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.10781877,5.76 ,70.13 ,16.83246012,34.98 ,35.15 ,7.275358647,0
2093,0,0,6.1,1,5,1,0.6,1,0.3,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.10142835,5.76 ,70.14 ,16.82718626,34.98 ,35.15 ,7.274242092,0
2094,0,0,6.3,1,5,1,0.1,1,0.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.09417294,5.76 ,70.14 ,16.82224649,34.99 ,35.16 ,7.271926449,0
2095,0,0,6.1,1,5,1,-0.1,0,0.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.08666654,5.76 ,70.15 ,16.81747642,34.99 ,35.16 ,7.269190118,0
2096,0,0,6.3,1,5,1,0.3,1,0.3,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.07960888,5.76 ,70.16 ,16.81225498,34.99 ,35.16 ,7.267353904,0
2097,0,0,6.2,1,5,1,4.6,1,5.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.09048074,5.76 ,70.15 ,16.81601509,34.99 ,35.16 ,7.274465646,0
2098,0,0,6.2,1,5,1,4.1,1,4.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.09853108,5.76 ,70.14 ,16.81792611,34.98 ,35.15 ,7.280604977,0
2099,0,0,6.2,1,5,1,1.9,1,2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.09777607,5.76 ,70.14 ,16.81561931,34.98 ,35.15 ,7.282156755,0
2100,0,0,6.3,1,5,1,1.5,1,2.8,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.09771071,5.76 ,70.14 ,16.81507929,34.98 ,35.15 ,7.282631422,0
2101,0,0,6.3,1,5,1,0.6,1,0.8,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.09222151,5.77 ,70.14 ,16.81081309,34.99 ,35.16 ,7.281408423,0
2102,0,0,6.3,1,5,1,-0.8,0,0,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.08262242,5.77 ,70.15 ,16.8054902,34.99 ,35.16 ,7.277132222,0
2103,0,0,6.3,1,5,1,-0.1,0,-0.2,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.07396426,5.77 ,70.16 ,16.79947133,34.99 ,35.17 ,7.274492935,0
2104,0,0,6.3,1,5,1,-0.3,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.06512487,5.77 ,70.17 ,16.79374392,35.00 ,35.17 ,7.271380944,0
2105,0,0,6.3,1,5,1,-2.9,0,-0.3,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.05111715,5.77 ,70.18 ,16.78872622,35.00 ,35.18 ,7.26239093,0
2106,0,0,6.3,1,5,1,-1.5,0,-0.2,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.03992001,5.77 ,70.19 ,16.7833377,35.01 ,35.18 ,7.256582309,0
2107,0,0,6.3,1,5,1,-1.3,0,0.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.0296637,5.77 ,70.20 ,16.77848387,35.01 ,35.19 ,7.251179826,0
2108,0,0,6.3,1,5,1,-1.3,0,-0.3,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.01866631,5.77 ,70.21 ,16.77281441,35.02 ,35.19 ,7.245851892,0
2109,0,0,6.3,1,5,1,-0.8,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.00898297,5.77 ,70.22 ,16.7673514,35.02 ,35.20 ,7.241631565,0
2110,0,0,6.3,1,5,1,-0.3,0,-0.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.00023944,5.77 ,70.22 ,16.76168584,35.03 ,35.20 ,7.238553602,0
2111,0,0,6.3,1,5,1,0.1,1,0.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.99262186,5.78 ,70.23 ,16.75626827,35.03 ,35.20 ,7.236353585,0
2112,0,0,6.2,1,5,1,2.3,1,3.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.9947149,5.78 ,70.23 ,16.75608171,35.03 ,35.20 ,7.23863319,0
2113,0,0,6.3,1,5,1,0.5,1,1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.98947182,5.78 ,70.23 ,16.75230379,35.03 ,35.20 ,7.237168029,0
2114,0,0,6.3,1,5,1,0.5,1,0.9,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.98404613,5.78 ,70.24 ,16.74832442,35.03 ,35.21 ,7.235721711,0
2115,0,0,6.3,1,5,1,0.4,1,1.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.9788109,5.78 ,70.24 ,16.74479745,35.03 ,35.21 ,7.234013456,0
2116,0,0,6.3,1,5,1,1,1,1.7,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.97581624,5.78 ,70.25 ,16.74225155,35.03 ,35.21 ,7.233564682,0
2117,0,0,6.3,1,5,1,2.3,1,2.9,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.9774816,5.78 ,70.24 ,16.74162279,35.03 ,35.21 ,7.235858807,0
2118,0,0,6.2,1,5,1,5.3,1,5.8,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.99018861,5.78 ,70.23 ,16.74571884,35.03 ,35.20 ,7.244469764,0
2119,0,0,6.2,1,5,1,6.9,1,7.9,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.00982066,5.78 ,70.21 ,16.75347362,35.02 ,35.19 ,7.25634704,0
2120,0,0,6.2,1,5,1,7.5,1,8.3,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.03116597,5.78 ,70.19 ,16.76170403,35.01 ,35.18 ,7.269461945,0
2121,0,0,6.2,1,5,1,6.1,1,6.7,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.04697088,5.77 ,70.18 ,16.76728275,35.00 ,35.18 ,7.27968813,0
2122,0,0,6.2,1,5,1,3.8,1,4.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.05379303,5.77 ,70.17 ,16.76867316,35.00 ,35.17 ,7.285119864,0
2123,0,0,6.3,1,5,1,1.6,1,2.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.05282039,5.77 ,70.17 ,16.76689855,35.00 ,35.17 ,7.285921841,0
2124,0,0,6.2,1,5,1,1.3,1,2.6,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.05209265,5.78 ,70.17 ,16.7661017,35.00 ,35.17 ,7.285990948,0
2125,0,0,6.3,1,5,1,1,1,2.8,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.05112157,5.78 ,70.17 ,16.76579345,35.00 ,35.17 ,7.285328121,0
2126,0,0,6.2,1,5,1,3,1,5.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.05811439,5.78 ,70.17 ,16.76933572,35.00 ,35.17 ,7.288778665,0
2127,0,0,6.2,1,5,1,2.7,1,4.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.06269402,5.78 ,70.16 ,16.77096856,34.99 ,35.17 ,7.291725461,0
2128,0,0,6.2,1,5,1,2.1,1,4.3,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.06652924,5.78 ,70.16 ,16.77325037,34.99 ,35.17 ,7.293278866,0
2129,0,0,6.2,1,5,1,1.8,1,3.9,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.06906663,5.78 ,70.16 ,16.77484197,34.99 ,35.16 ,7.294224661,0
2130,0,0,6.2,1,5,1,1.5,1,4.2,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.07160164,5.78 ,70.15 ,16.77716215,34.99 ,35.16 ,7.294439488,0
2131,0,0,6.2,1,5,1,1,1,2.5,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.07012951,5.78 ,70.15 ,16.77628356,34.99 ,35.16 ,7.293845954,0
2132,0,0,6.2,1,5,1,0.7,1,1.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.06607366,5.78 ,70.16 ,16.77330196,34.99 ,35.17 ,7.292771701,0
2133,0,0,6.1,1,5,1,0.8,1,0.7,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.06097187,5.78 ,70.16 ,16.76890645,34.99 ,35.17 ,7.292065414,0
2134,0,0,6.1,1,5,1,-2.2,0,-1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.04719961,5.78 ,70.17 ,16.76229766,35.00 ,35.17 ,7.284901951,0
2135,0,0,6.2,1,5,1,-2.9,0,-0.5,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.03294831,5.78 ,70.19 ,16.75690694,35.01 ,35.18 ,7.276041367,0
2136,0,0,6.2,1,5,1,-4.6,0,-0.5,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,24.01568321,5.78 ,70.20 ,16.75229203,35.01 ,35.19 ,7.263391182,0
2137,0,0,6.2,1,5,1,-7.4,0,-1.5,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.99135234,5.78 ,70.23 ,16.74675523,35.03 ,35.20 ,7.244597106,0
2138,0,0,6.2,1,5,1,-6.5,0,-1.1,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.96948551,5.79 ,70.24 ,16.7417032,35.04 ,35.21 ,7.22778231,0
2139,0,0,6.1,1,5,1,-5.2,0,-0.9,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.9504529,5.79 ,70.26 ,16.7365693,35.04 ,35.22 ,7.2138836,0
2140,0,0,6.2,1,5,1,-4.9,0,-0.8,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.93210753,5.79 ,70.28 ,16.73147687,35.05 ,35.23 ,7.200630661,0
2141,0,0,6.1,1,5,1,-3.1,0,-0.5,0,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.91770498,5.79 ,70.29 ,16.72630257,35.06 ,35.23 ,7.191402412,0
2142,0,0,6.1,1,5,1,-0.3,0,0.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.90958655,5.79 ,70.30 ,16.72120709,35.06 ,35.24 ,7.188379456,0
2143,0,0,6.1,1,5,1,0.2,1,0.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.90239615,5.79 ,70.31 ,16.71591215,35.07 ,35.24 ,7.186483997,0
2144,0,0,6.2,1,5,1,0,0,0.1,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.89478352,5.79 ,70.31 ,16.71066123,35.07 ,35.24 ,7.18412229,0
2145,0,0,6.1,1,5,1,1,1,1.4,1,1.154,1,0.06,1,0.094,1,1,1,0,0,5,1,23.89147668,5.79 ,70.31 ,16.7076738,35.07 ,35.24 ,7.18380288,0
